User,Chatbot,Intent
We found the perfect place to raise our kids,I am glad to hear that you found the perfect place,Happy_Excited_Joy
We found the perfect place to raise our kids,I am glad to hear that you found the perfect place for your kids,Happy_Excited_Joy
My brother made fun of me at school in front of my friends,I am sorry to hear your brother made fun of you,Angry_Frustrated
My brother made fun of me at school in front of my friends,I am sorry to hear your brother made fun of you in front of your friends at school,Angry_Frustrated
I dropped my grocery bag and everything spilled out all over the sidewalk,I am sorry to hear that you dropped your grocery bag,Angry_Frustrated
I dropped my grocery bag and everything spilled out all over the sidewalk,I am sorry that you dropped your grocery bag and spilled everything,Angry_Frustrated
My bookshelf fell over onto the couch and all the books fell off,I am sorry to hear your bookshelf fell,Sad
My bookshelf fell over onto the couch and all the books fell off,I am sorry your bookshelf fell,Sad
A bully at school pushed me into a locker today,I am sad that a bully pushed you into a locker,Angry_Frustrated
A bully at school pushed me into a locker today,I am sad that you got pushed into a locker today by a bully,Angry_Frustrated
I won $ 100 at bingo tonight,I am glad to hear you won $ 100,Happy_Excited_Joy
I won $ 100 at bingo tonight,I am glad to hear you won $ 100 at bingo,Happy_Excited_Joy
I had to have a tooth pulled last week,I am sorry to hear about that tooth,Sad
I had to have a tooth pulled last week,I am sorry am so sorry about the tooth,Sad
The doctor said I only have one month to live,I am sad that you only have one month to live,Health
The doctor said I only have one month to live,I am sad to know that you only have one month to live,Health
The trip to Mexico was miserable,I am sad your trip was miserable,Sad
The trip to Mexico was miserable,I am sad your trip to Mexico was miserable,Sad
My son makes me so proud when he shows kindness to others,I am happy your soon makes you proud,Happy_Excited_Joy
My son makes me so proud when he shows kindness to others,I am glad your son makes you proud when he shows kindness to others,Happy_Excited_Joy
I had a wonderful trip to Sweden in 2017,I am glad you had a wonderful trip,Happy_Excited_Joy
I had a wonderful trip to Sweden in 2017,I am glad you had a wonderful trip to Sweden,Happy_Excited_Joy
I love the colors the decorator used,I am happy to hear that you loved them,Love
I love the colors the decorator used,I am happy to hear that you loved the colors,Love
The university has placed me on academic probation because of bad grades,I am sorry to hear about your academic probation,Sad
The university has placed me on academic probation because of bad grades,I am sorry about your academic probation,Sad
My cats decided to stop using their litterboxes,I am sorry to hear your cats stopped using the litterbox,Confirm
My cats decided to stop using their litterboxes,I am sorry to hear your cats decided to stop using their litterboxes,Confirm
I always feel so tired on Mondays,I am sorry to hear you are tired,Info
I always feel so tired on Mondays,I am sorry you always feel tired on Mondays,Info
I missed the deadline to buy the shoes at half price,I am sad you missed the deadline,Sad
I missed the deadline to buy the shoes at half price,I am sad you missed the deadline for the shoes,Sad
"My dad was right I should have bought the other washer and dryer for 25 dollars more , it would have been worth it in the long run",I am sorry your dad was right that you should of bought the other washer and dryer,Confirm
"My dad was right I should have bought the other washer and dryer for 25 dollars more , it would have been worth it in the long run","I am sorry your dad was right that you should of bought the other washer and dryer for 25 dollars more , due to it being worth it in the long run",Confirm
Today I went out to buy some clothes but nothing fit and I went home empty handed,I am sorry you did not get clothes,Sad
Today I went out to buy some clothes but nothing fit and I went home empty handed,I am sorry you were not able to find any clothes you liked,Sad
We opened a new restaurant with great success,I am glad to hear you opened a successful new restaurant,Happy_Excited_Joy
We opened a new restaurant with great success,I am glad to hear you opened a new restaurant with great success,Happy_Excited_Joy
My aunt stole my best jewelry,I am sorry your aunt stole,Angry_Frustrated
My aunt stole my best jewelry,I am sorry your aunt stole your jewelry,Angry_Frustrated
My husband got a generous raise at work,I am glad to hear about the raise,Happy_Excited_Joy
My husband got a generous raise at work,I am happy your husband got a raise at work,Happy_Excited_Joy
I built a barn this summer which gave me some much - needed storage,I am happy you built a barn,Happy_Excited_Joy
I built a barn this summer which gave me some much - needed storage,I am glad you build a barn to give you more storage,Happy_Excited_Joy
this accident was so arrogant,I am sorry the accident was arrogant,Angry_Frustrated
I am planning an awesome vacation for my family,I am glad you are planning an awesome vacation,Happy_Excited_Joy
I am planning an awesome vacation for my family,I am glad you are planning an awesome vacation for your family,Happy_Excited_Joy
The dog down the street attacked my husband,I am sorry to hear about the dog attack,Sad
The dog down the street attacked my husband,I am sorry to hear that a dog attacked your husband,Sad
My heart got broken last month,I am sorry to hear your heart got broken,Sad
My heart got broken last month,I am sorry to hear you got heart broken recently,Sad
I lost my house keys somewhere on my way to work,I am sorry you lost your house keys,Sad
I lost my house keys somewhere on my way to work,I am sorry you lost your house keys somewhere on your way to work,Sad
I got to work just as it started to rain,I am glad you got to work,Confirm
I got to work just as it started to rain,I am glad you got to work just as it started to rain,Confirm
I do n't like a lot of current music,I am sorry you hate new music,Info
I do n't like a lot of current music,I am sorry you 're not a fan of current music,Info
"The fluffier the cat , the better to cuddle",I am glad to hear about the cats,Info
"The fluffier the cat , the better to cuddle","I am glad to hear the fluffier the cat , the better to cuddle",Info
The BBQ was a lot of fun for the whole family,I am glad to hear your family enjoyed the barbecue,Eat_Food
The BBQ was a lot of fun for the whole family,I am glad to hear your whole family had a lot of fun at the barbecue,Eat_Food
I have some terrible acne now,I am sorry to hear of your acne,Health
I have some terrible acne now,I am sorry that you are having such bad acne now,Health
I just bought a new phone and it 's so much better than my old one,I am happy you new phone is so much better,Happy_Excited_Joy
I just bought a new phone and it 's so much better than my old one,I am glad to hear your new phone is so much better than you old one,Happy_Excited_Joy
We were saddened that the season ended so abruptly,I am sad to hear that you were saddened,Sad
We were saddened that the season ended so abruptly,I am sorry to hear that you were saddened that the season ended so abruptly,Sad
I must have gotten thirty mosquito bites at the lake,I am sorry to hear about the mosquito bites,Confirm
I must have gotten thirty mosquito bites at the lake,I am sorry to hear you got thirty mosquito bites at the lake,Confirm
My daughter fell off the swing and broke her wrist,I am sorry that your broke her wrist,Health
My daughter fell off the swing and broke her wrist,I am sad that your daughter fell and broke her wrist,Health
The trees are fixing to bloom outside,I am glad about the trees,Happy_Excited_Joy
The trees are fixing to bloom outside,I am glad the trees are blooming outside,Happy_Excited_Joy
my wife graduated today with first class class,I am glad your wife graduated today,Happy_Excited_Joy
my wife graduated today with first class class,I am glad your wife graduated today with first class class,Happy_Excited_Joy
My landlord just showed up while I have dishes in the sink and a mess everywhere,I am sorry about the landlord 's visit,Info
My landlord just showed up while I have dishes in the sink and a mess everywhere,I am sorry to hear that your landlord found dishes in the sink and a mess everywhere,Info
My girlfriend gave me some new shoes,I am glad you got some new shoes,Happy_Excited_Joy
My girlfriend gave me some new shoes,I am glad your girlfriend gave you some new shoes,Happy_Excited_Joy
I just found a great new sports bar,I am glad to hear about the new sports bar,Info
I just found a great new sports bar,I am glad to hear that you just found a new sports bar,Info
Someone falsely accused me of using a racial slur towards them,I am sorry you were falsely accused,Angry_Frustrated
Someone falsely accused me of using a racial slur towards them,I am sorry someone falsely accused you of using a racial slur towards them,Angry_Frustrated
The cord to my lamp in my room is torn,I am sorry your lamp is broken,Sad
The cord to my lamp in my room is torn,I am sorry your lamp has a broken cord,Sad
The song I wrote was a number one hit,I am glad the song you wrote was a hit,Happy_Excited_Joy
The song I wrote was a number one hit,I am glad the song you wrote was a number one hit,Happy_Excited_Joy
"We saw The Mule at the movies , it was great",I am glad you liked the Mule which you saw at the movies,Happy_Excited_Joy
My boss told me I wo n't be getting a raise at all this year,I am sorry you wo n't get a raise,Sad
My boss told me I wo n't be getting a raise at all this year,I am sorry to hear that your boss told you that you wo n't be getting a raise at all this year,Sad
A family member passed away last night,I am sorry about your family member,Sad
A family member passed away last night,I am sorry a family member passed away last night,Sad
The future looks brighter than I ever imagined,I am happy to hear the future looks brighter,Surprise_Amazed
The future looks brighter than I ever imagined,I am glad to hear that the future looks brighter than you imagined,Surprise_Amazed
My check got cashed early,I am glad am so happy it got cashed early,Happy_Excited_Joy
My check got cashed early,I am glad am so happy your check got cashed early,Happy_Excited_Joy
I got hit by a bus,I am sorry a bus hit you,Sad
I got hit by a bus,I am sad you were hit by a bus,Sad
Yesterday my family learned that our grandfathe passed away,I am sorry your grandfather passed away,Sad
Yesterday my family learned that our grandfathe passed away,I am sorry that your family learned that your grandfather passed away yesterday,Sad
I got a discount on my coffee this morning,I am happy that you got a coffee discount,Happy_Excited_Joy
I got a discount on my coffee this morning,I am happy to hear about the discount on your coffee,Happy_Excited_Joy
I owe money I ca n't pay back,I am sorry you will not be able to pay back,Sad
I owe money I ca n't pay back,I am sorry you owe money which you will not be able to pay back,Sad
My friends threw me a surprise party,I am glad for the surprise party,Surprise_Amazed
My friends threw me a surprise party,I am glad your friends threw you a surprise party,Surprise_Amazed
"It should have been a lot better , I do n't know what happened",I am sorry that things did n't pan out,Sad
"It should have been a lot better , I do n't know what happened",I am sorry things did n't turn out better for you,Sad
My boss is happy that I brought in a new client at work,I am glad to hear your boss is pleased,Happy_Excited_Joy
My boss is happy that I brought in a new client at work,I am glad to hear your boss is pleased with your work,Happy_Excited_Joy
I accidentally wrecked my golf cart,I am sorry to hear you ruined the golf cart,Sad
I accidentally wrecked my golf cart,I am sorry to hear about the damaged golf cart,Sad
I often get extra credit for work with Professor James,I am glad to hear you often get extra credit,Info
I often get extra credit for work with Professor James,I am glad to hear you often get extra credit for work with Professor James,Info
I got fired from my job,I am sad you got fired,Sad
I got fired from my job,I am sorry to hear that you got fired from your job,Sad
My uncle activity very badly,I am sorry about your uncles activity,Angry_Frustrated
My uncle activity very badly,I am sorry that your uncle behaves so badly,Angry_Frustrated
"It 's not much , but I won $ 5 in the Lotto yesterday",I am glad you won the lottery,Happy_Excited_Joy
"It 's not much , but I won $ 5 in the Lotto yesterday",I am glad you won $ 5 in the lottery,Happy_Excited_Joy
My niece was just born,I am glad your niece was born,Confirm
My niece was just born,I am glad that your niece was just born,Confirm
The flowers in my garden are beautiful,I am happy to see the garden with flower,Happy_Excited_Joy
I got kicked off the team,I am sad the team kicked you off,Sad
I got kicked off the team,I am sorry you got kicked off the team,Sad
i smiled when i saw my loved one,I am glad you smiled,Love
i smiled when i saw my loved one,I am happy you saw your loved one,Love
"The Earth , Wind & Fire concert was awesome",I am glad the concert was awesome,Info
"The Earth , Wind & Fire concert was awesome","I am happy the Earth , Wind & Fire concert was awesome",Info
I found a wonderful cafe to work at,I am glad you found a cafe to work at,Happy_Excited_Joy
I found a wonderful cafe to work at,I am glad you found a wonderful cafe to work at,Happy_Excited_Joy
Megan had an extra ticket to the concert and asked me if I wanted to go,I am happy you got to go to the concert,Confirm
Megan had an extra ticket to the concert and asked me if I wanted to go,I am glad that Megan had an extra ticket to the concert,Confirm
the stock plummeted in the company i had invested,I am sorry the stock plummeted,Sad
the stock plummeted in the company i had invested,I am sorry the stock plummeted in the company you had invested in,Sad
We had a nice family dinner,I am happy you had a nice dinner,Happy_Excited_Joy
We had a nice family dinner,I am happy you had a nice family dinner,Happy_Excited_Joy
I lost control of my car and bumped into another person,I am sorry about your car,Sad
I lost control of my car and bumped into another person,I am sorry to hear you lost control of your car,Sad
I got to go home early from work today,I am glad you got to leave early,Info
I got to go home early from work today,I am glad you got to go home early from work,Info
Both of my kids brought home perfect report cards this week,I am glad to hear about the perfect report cards,Happy_Excited_Joy
Both of my kids brought home perfect report cards this week,I am happy your kids had perfect report cards this week,Happy_Excited_Joy
I received a check in the mail,I am happy for your check,Confirm
the investors I have been trying to woo pulled back,I am sorry to hear about the investors,Sad
the investors I have been trying to woo pulled back,I am sorry to hear that the investors pulled back,Sad
My friend bought me lunch,I am glad to hear you had lunch,Info
My friend bought me lunch,I am happy your friend bought you lunch,Info
My brother got a new TV and gifted me his old one,I am glad that your brother gifted you his old TV,Happy_Excited_Joy
My brother got a new TV and gifted me his old one,I am glad to hear that your brother gifted you his old TV after getting a new one,Happy_Excited_Joy
The video game I was playing had a very anti-climatic ending,I am sorry about the video game,Surprise_Amazed
The video game I was playing had a very anti-climatic ending,I am sorry the video game you were playing had a very anti-climatic ending,Surprise_Amazed
I found this great Indian restaurant that 's really close by,I am glad you found an Indian restaurant,Info
I found this great Indian restaurant that 's really close by,i am glad you found an Indian restaurant close by,Info
The baby was stillborn,I am sorry about the baby,Info
The baby was stillborn,I am sorry to hear about the stillborn baby,Info
My house was purchased for an additional ten thousand above asking price,I am happy your house was purchased for more money,Info
My house was purchased for an additional ten thousand above asking price,I am happy your house was purchased for an additional ten thousand,Info
My Halloween pumpkins got stolen last night,I am sad that your pumpkins got stolen,Angry_Frustrated
My Halloween pumpkins got stolen last night,I am sad that your Halloween pumpkins got stolen,Angry_Frustrated
This coffee is gross,I am sorry about your coffee,Sad
This coffee is gross,I am sorry to hear the coffee is gross,Sad
My cat just climbed into my lap and is sitting here snugging me,I am glad your cat climbed into your lap,Happy_Excited_Joy
My cat just climbed into my lap and is sitting here snugging me,I am glad your cat climbed into your lap and is snugging you,Happy_Excited_Joy
I had a muscle tear as I was exercising,I am sad you tore a muscle exercising,Health
I had a muscle tear as I was exercising,I am sad you had a muscle tear while you worked out,Health
"At Disneyland , Sleeping Beauty came up and complemented me on my costume",I am glad you got a compliment while at Disneyland,Happy_Excited_Joy
"At Disneyland , Sleeping Beauty came up and complemented me on my costume",I am glad you got a compliment from Sleeping Beuauty at Disneyland,Happy_Excited_Joy
My chiropractor said my bones are no longer sliding out of place,I am happy about your bones,Health
My chiropractor said my bones are no longer sliding out of place,I am happy to hear that your bones are no longer sliding out of place,Health
Stop trying to be something you 're not,I am sorry I tried to be something else,Sad
Stop trying to be something you 're not,I am sorry I was trying to be something I 'm not,Sad
My clothes have refused to dry,I am sorry to hear about the clothes,Sad
My clothes have refused to dry,I am sorry that your clothes refused to dry,Sad
I heard my company is about to downsize,I am sad about your company,Sad
I heard my company is about to downsize,I am sorry to hear your company is going to downsize,Sad
A raccoon keeps getting into my garbage bins outside and makes a mess,I am sorry about the mess,Sad
A raccoon keeps getting into my garbage bins outside and makes a mess,I am sorry to hear about the raccoon getting into your garbage bins,Sad
My boss is really angry with me for being late this morning,I am sorry your boss is really angry with you,Angry_Frustrated
My boss is really angry with me for being late this morning,I am sorry your boss is really angry with you for being late this morning,Angry_Frustrated
I got a stain on my new pants,I am sorry about your pants,Info
I got a stain on my new pants,I am sorry to hear you got a stain on your new pants,Info
"Time is finite , so make it a good time",I am glad time is finite,Info
"Time is finite , so make it a good time","I am glad time is finite , so make it a good time",Info
The video game I 'm playing is so buggy I ca n't even complete the level,I am sorry to hear about the buggy game,Angry_Frustrated
The video game I 'm playing is so buggy I ca n't even complete the level,I am sorry that you cant complete the level in the game you are playing,Angry_Frustrated
"My daughter gave me a hug and said , `` I love you , mommy - mom . ''",I am glad to hear she loves you,Love
"My daughter gave me a hug and said , `` I love you , mommy - mom . ''",I am glad to hear your daughter said `` I love you '',Love
I worked all summer and was able to afford my first car,I am happy you got your first car,Happy_Excited_Joy
I worked all summer and was able to afford my first car,I am happy you were able to afford your first car,Happy_Excited_Joy
My husband told me we are not going to be able to afford the renovations we need to make the house livable again,I am sorry to hear you wo n't be able to afford the renovations,Sad
My husband told me we are not going to be able to afford the renovations we need to make the house livable again,I am sorry your not going to be able to afford the renovations for the house,Sad
It was so unexpected to be invited to the dance by him,I am glad about your invitation,Surprise_Amazed
It was so unexpected to be invited to the dance by him,I am glad he unexpectedly invited you to the dance,Surprise_Amazed
I failed my chemistry course and my parents are upset,I am sorry to hear you failed chemistry and upset your parents,Sad
I failed my chemistry course and my parents are upset,I am sorry your parents are upset over you failing your chemistry course,Sad
My new car was stolen last night,I am sorry your new car was stolen,Sad
My new car was stolen last night,I am sorry that you car was stole because it was new,Sad
The rocks were wet and I slipped,I am sorry you slipped,Info
The rocks were wet and I slipped,I am sorry you slipped on the wet rocks,Info
Next year I will be visiting Rome for the first time,I am glad to hear you will be visiting Rome,Confirm
Next year I will be visiting Rome for the first time,I am happy to hear you will be visiting Rome next year,Confirm
The nosy neighbor just told me she is moving next month,I am glad to hear she is moving,Info
The nosy neighbor just told me she is moving next month,I am glad the nosy neighbor just told you she is moving next month,Info
"I ca n't seem to find my luggage , I think it might be lost",I am sorry you cant find your luggage,Sad
"I ca n't seem to find my luggage , I think it might be lost",I am sorry that you ca n't find your luggage and it may be lost,Sad
I bought the last copy of the rare album,I am glad that you bought the last copy,Happy_Excited_Joy
I bought the last copy of the rare album,I am glad that bought the last copy of the rare album,Happy_Excited_Joy
"The kids were n't vaccinated , so they caught the flu",I am sorry about the kids catching flu,Health
"The kids were n't vaccinated , so they caught the flu","I am sad to hear that the kids were n't vaccinated , the reason why they caught the flu",Health
I have been accepted to both schools I applied to,I am glad to hear that you have been accepted to both schools,Happy_Excited_Joy
I have been accepted to both schools I applied to,I am glad to hear that you have been accepted to both schools you applied to,Happy_Excited_Joy
The pasta bolognese recipe I tried turned out to be great,I am glad it was great,Eat_Food
The pasta bolognese recipe I tried turned out to be great,I am glad the pasta bolognese recipe you tried turned out to be great,Eat_Food
I ordered a new knife set and they got rusty within a day,I am sorry about your knife set,Info
I ordered a new knife set and they got rusty within a day,I am sorry you ordered a new knife set and they got rusty within a day,Info
My friend injured his ankle at the rock climbing gym last weekend,I am sorry that your friend 's ankle was injured,Sad
My friend injured his ankle at the rock climbing gym last weekend,I am sorry that your friend hurt his ankle at the rock climbing gym last weekend,Sad
I just have been accepted into the university,I am happy you got in the university,Happy_Excited_Joy
I just have been accepted into the university,I am happy that you were accepted into the university,Happy_Excited_Joy
I enjoyed community day at our local park,I am glad to hear that you enjoyed the day,Happy_Excited_Joy
I have yet to find the one for me,I am sad you have yet to find the one,Info
I have yet to find the one for me,I am sad you have yet to find the one for you,Info
My boyfriend gave me beautiful earrings for my birthday,i am glad about your boyfriend,Happy_Excited_Joy
My boyfriend gave me beautiful earrings for my birthday,i am happy your boyfriend gave beautiful earrings for birthday,Happy_Excited_Joy
We were lucky th neighbors saw our house on fire and called for help saving our home,I am glad your house was able to be saved from the fire,Happy_Excited_Joy
My wife and I have decided to take a trip to Japan,I am glad to hear about your trip,Confirm
My wife and I have decided to take a trip to Japan,I am glad you and your wife are taking a trip to Japan,Confirm
My book is finally going to be published,I am glad to hear about your book,Confirm
My book is finally going to be published,I am happy that you 're book is going to be published,Confirm
My mother threw out my good camera by accident,I am sorry your mother threw out your good camera,Sad
My mother threw out my good camera by accident,I am sorry your mother threw out your good camera by accident,Sad
I had a nice long talk with my best friend,I am glad to hear about the talk,Happy_Excited_Joy
I had a nice long talk with my best friend,I am glad to hear that you enjoyed the long talk with your best friend,Happy_Excited_Joy
Just got back from the dentist and it seems I 'm going to need a root canal,I am sorry to hear that you need a root canal,Health
Just got back from the dentist and it seems I 'm going to need a root canal,I am sorry to hear that the dentist says you need a root canal,Health
My car 's tire went flat on the way to work,I am sorry about your flat tire,Info
My car 's tire went flat on the way to work,I am sad that your tire went flat on the way to work,Info
The new Italian restaurant i was excited to try was awful,I am sorry that the restaurant was bad,Sad
The new Italian restaurant i was excited to try was awful,I am sorry to hear the new Italian restaurant you were excited to try was awful,Sad
He lost his eye in a hunting accident,I am sorry to hear about him losing his eye,Health
He lost his eye in a hunting accident,I am sorry he lost his eye in the hunting accident,Health
I made a great vegetable soup today,I am happy you made soup,Eat_Food
I made a great vegetable soup today,I am glad you made a vegetable soup today,Eat_Food
We won the dance competition by one vote,I am happy you all won the dance competition,Happy_Excited_Joy
We won the dance competition by one vote,I am happy you all won the dance competition by one vote,Happy_Excited_Joy
I got an offer from a publisher for my manuscript,I am happy to hear about your manuscript offer,Happy_Excited_Joy
I got an offer from a publisher for my manuscript,I am happy to hear that you got an offer on your manuscript,Happy_Excited_Joy
After we make this last morgage payment the house is ours free and clear,I am glad to hear about your mortgage,Confirm
After we make this last morgage payment the house is ours free and clear,I am glad to hear that this will be your last mortgage payment and you will own it free and clear,Confirm
I found out my dog is having puppies,I am glad to hear your having puppies,Confirm
I found out my dog is having puppies,I am glad am so happy your dog is having puppies,Confirm
I moved into my new apartment,I am happy you moved,Info
I moved into my new apartment,I am happy you moved into your new apartment,Info
My insurance company refuses to pay for the medication I need,I am sorry to hear about your medication,Health
My insurance company refuses to pay for the medication I need,I am sorry to hear you ca n't get your medication,Health
I just got back from the vet and my dog is perfectly healthy,I am glad to hear that your dog is healthy again,Health
I just got back from the vet and my dog is perfectly healthy,I am happy that your dog came back from the vet healthy,Health
I got the role in the famous production,I am glad for your new role,Happy_Excited_Joy
I got the role in the famous production,I am happy that you got the role in the famous production,Happy_Excited_Joy
Danny is going to need braces,I am sorry that Danny needs braces,Sad
Danny is going to need braces,I am sorry to hear that Danny needs braces,Sad
The movie ticket was sold out by the time I got to the theater,I am sorry that the movie ticket was sold out,Confirm
The movie ticket was sold out by the time I got to the theater,I am sorry that the movie ticket was sold out by the time you got there,Confirm
My daughter drew a picture of us hugging today,I am glad that your daughter drew a picture of you,Happy_Excited_Joy
My daughter drew a picture of us hugging today,I am glad that your daughter drew a picture of you hugging today,Happy_Excited_Joy
I got that job offer I was hoping for,I am glad to hear about the job offer,Happy_Excited_Joy
I got that job offer I was hoping for,I am happy that you got the job offer you were hoping for,Happy_Excited_Joy
She did n't care as much as I did,I am sad she did n't care as much,Sad
She did n't care as much as I did,i am sad she did n't care as much as I did,Sad
I just learned one of my favorite video games is getting a sequel,I am happy to hear about the sequel,Happy_Excited_Joy
I just learned one of my favorite video games is getting a sequel,I am happy to hear that one of your favorite games is getting a sequel,Happy_Excited_Joy
My sister will get married this fall,I am glad to hear your sister is getting married,Confirm
My sister will get married this fall,I am happy your sister will be getting married this fall,Confirm
The airport was closed and we had to reroute our flight,I am sorry the airport was closed,Info
The airport was closed and we had to reroute our flight,I am sorry that the airport was closed and you had to reroute your flight,Info
We went on vacation after I won tickets in a contest,I am happy you won,Happy_Excited_Joy
We went on vacation after I won tickets in a contest,I am glad you won tickets in a contest to go on vacation,Happy_Excited_Joy
My family took a cruise for Thanksgiving,I am happy your family took a cruise,Happy_Excited_Joy
My family took a cruise for Thanksgiving,I am happy your family took a cruise for Thanksgiving,Happy_Excited_Joy
I was up all night tossing and turning,I am sad to hear about last night,Sad
I was up all night tossing and turning,I am sorry to hear you were up all night tossing and turning,Sad
I did appreciate them taking the time out to help me,I am happy they helped you,Happy_Excited_Joy
I did appreciate them taking the time out to help me,I am happy they took the time out to help you,Happy_Excited_Joy
My electricity bill has doubled this month because of the cold weather,I am sorry about your bill,Info
My electricity bill has doubled this month because of the cold weather,I am sorry your electricity bill has doubled this month,Info
The pork chops I cooked for supper came out very dry,I am sorry to hear about the prok chops,Eat_Food
The pork chops I cooked for supper came out very dry,I am sorry the pork chops you cooked were dry,Eat_Food
Our chandelier fell and broke when they were moving the furniture,I am sorry your chandelier fell and broke,Angry_Frustrated
Our chandelier fell and broke when they were moving the furniture,I am sorry your chandelier fell and broke when they were moving the furniture,Angry_Frustrated
Turns out the building had faulty wiring,I am sorry about the faulty wiring,Info
Turns out the building had faulty wiring,I am sorry the building had faulty wiring,Info
Every pen in my house is out of ink,I am sorry to hear all your pens are out of ink,Info
Every pen in my house is out of ink,I am sorry you do n't have a pen in the house with ink in it,Info
My mother took away all my violent video games,I am sorry to hear about your video games,Sad
My mother took away all my violent video games,I am sorry your mother took away your video games,Sad
I was accepted to a very competitive culinary program,I am glad you got accepted the program,Happy_Excited_Joy
I was accepted to a very competitive culinary program,I am glad you got accepted to the culitnary program,Happy_Excited_Joy
The conductor appointed me first chair flute,I am glad to hear you were appointed first chair flute,Happy_Excited_Joy
The conductor appointed me first chair flute,I am glad the conductor appointed you first chair flute,Happy_Excited_Joy
I was thrown off a balcony,I am sorry you were thrown off,Sad
I was thrown off a balcony,I am sorry you were thrown off the balcony,Sad
My wife just gave birth to a healthy baby girl,I am happy your wife just gave birth,Happy_Excited_Joy
My wife just gave birth to a healthy baby girl,I am happy your wife just gave birth to a healthy baby girl,Happy_Excited_Joy
I was walking my dog in the park last night and found a $ 20 bill on the ground,I am glad to hear you found a $ 20 bill,Info
I was walking my dog in the park last night and found a $ 20 bill on the ground,I am glad to hear you found a $ 20 bill on the ground while walking your dog,Info
My son spilled juice all over the carpet this morning,I am sorry you spilled your juice,Angry_Frustrated
My son spilled juice all over the carpet this morning,I am sorry you spilled your juice on the carpet,Angry_Frustrated
I no longer feel as tired,I am glad you 're no longer tired,Confirm
I no longer feel as tired,I am glad you no longer feel as tired,Confirm
My new computer just arrived,I am happy about your computer,Happy_Excited_Joy
My new computer just arrived,I am glad that your new computer arrived,Happy_Excited_Joy
There is a great sale that I 'm going to in Canton,I am happy you 're going to a sale in Canton,Happy_Excited_Joy
There is a great sale that I 'm going to in Canton,I am happy to hear you 're going to a great sale in Canton,Happy_Excited_Joy
I just nailed my bi-annual performance review,I am happy to hear about your good review,Happy_Excited_Joy
I just nailed my bi-annual performance review,I am happy that you had a good bi-annual review,Happy_Excited_Joy
"It was a sad day , because we had to put our old sheepdog down",I am sad you had to put your sheepdog down,Sad
"It was a sad day , because we had to put our old sheepdog down",I am sad it was a sad day because you had to put your sheepdog down,Sad
He does n't like other people much,I am sad to hear he does n't like people much,
He does n't like other people much,I am sad to hear he does n't like other people much,
Good news - it looks like the cancer is in remission,I am glad to hear about the cancer,Happy_Excited_Joy
Good news - it looks like the cancer is in remission,I am glad to hear that the cancer is in remission,Happy_Excited_Joy
All of the vegetables in my fridge have rotted before I got a chance to eat them,I am sorry you hear your vegetables rotted,Eat_Food
All of the vegetables in my fridge have rotted before I got a chance to eat them,I am sorry to hear your vegetables rotted before you could eat them,Eat_Food
My favorite restaurant is closing,I am sorry to hear the restaurant is closing,Sad
My favorite restaurant is closing,I am sorry to hear your favorite restaurant is closing,Sad
I found some great deals at the Salvation Army yesterday,I am glad to hear you found some great deals,Happy_Excited_Joy
I found some great deals at the Salvation Army yesterday,I am glad to hear that you found some great deals at the Salvation Army,Happy_Excited_Joy
My reputation is golden,I am happy for your reputation,Happy_Excited_Joy
My reputation is golden,I am glad am so glad you have a good reputation,Happy_Excited_Joy
Now the children had to grow up without a father,I am sorry about the children,Sad
Now the children had to grow up without a father,I am sad the children will grow up without a father,Sad
I finally found my stuffed bear in the dryer,I am glad you finally found your stuffed bear,Happy_Excited_Joy
I finally found my stuffed bear in the dryer,I am glad you finally found your stuffed bear in the dryer,Happy_Excited_Joy
The candidate that I really wanted to win won the election,I am glad your candidate won,Happy_Excited_Joy
The candidate that I really wanted to win won the election,I am glad the candidate you like won the election,Happy_Excited_Joy
Someone stole her bicycle,I am sorry to hear about her bike,Angry_Frustrated
Someone stole her bicycle,I am sorry to hear she had her bike stolen,Angry_Frustrated
My cholesterol dropped substantially,I am glad your health is improving,Health
My cholesterol dropped substantially,I am glad your cholesterol dropped substantially,Health
The insurance company told me I am not covered for the water damage from the pipes bursting,I am sad to hear that the insurtance company wo n't pay for your water damage,Sad
The insurance company told me I am not covered for the water damage from the pipes bursting,I am sorry that your insurance company wo n't cover all the water damage from the pipes bursting,Sad
I drank too much last night and now I have a bad headache,I am sorry about your headache from drinking,Health
I drank too much last night and now I have a bad headache,I am sorry you drank too much and have a headache,Health
I was asked to be the best man,I am happy that you were the best man,Happy_Excited_Joy
I was asked to be the best man,I am happy that you were asked to be the best man,Happy_Excited_Joy
I lost a check for $ 500 from my graduation party,I am sorry you lost a $ 500 check,Sad
I lost a check for $ 500 from my graduation party,I am sorry to hear you lost your $ 500 graduation check,Sad
My manager just announced that I will receive a big bonus this year for winning the employee of the year award,I am happy for you getting the bonus,Happy_Excited_Joy
My manager just announced that I will receive a big bonus this year for winning the employee of the year award,I am happy for you getting a big bonus this year for winning the employee of the year award,Happy_Excited_Joy
My girlfriend bought me a box of my favorite chocolates,I am glad your girlfriend bought you chocolates,Happy_Excited_Joy
My girlfriend bought me a box of my favorite chocolates,I am glad your girlfriend bought you a box of your favorite chocolates,Happy_Excited_Joy
My homecoming dress was damaged in the fire,I am sorry to hear the dress was damaged,Sad
My homecoming dress was damaged in the fire,I am sorry to hear the homecoming dress was fire damaged,Sad
